node,degree
3568,7
5377,7
5525,7
5841,22
5845,14
6241,7
6486,7
8919,7
11974,4
12437,4
13830,11
14428,11
14917,7
15779,7
17397,7
19380,10
21039,7
1498,3
15743,9
1499,10
10059,9
10898,9
13300,13
13765,12
14977,9
17803,4
18592,9
19239,9
19268,9
21293,15
1500,1
10338,7
1902,43
2005,2
3505,9
5422,9
8118,7
13824,2
15831,5
22820,4
1502,4
7372,6
11314,11
8953,5
16447,2
1504,3
14255,3
17829,3
21514,19
1505,4
4627,29
9419,24
15621,4
3691,20
5193,3
5740,1
11523,11
12346,1
15439,2
16739,18
18642,1
22961,2
1507,2
11450,4
21479,2
1508,4
5469,12
18965,3
1509,9
3039,2
6717,4
7935,6
10512,3
18491,1
4217,7
4663,11
4943,4
5828,10
7133,5
7137,2
10100,2
11127,1
14393,4
14586,4
21667,3
22976,6
1512,4
5383,4
6414,11
22591,8
1513,4
4050,22
5217,14
16577,5
3803,12
11643,18
1516,4
2924,7
5726,5
1517,13
6330,9
7027,6
8107,8
9633,4
10423,6
10850,10
15938,16
16018,6
17948,9
20448,5
21320,6
1518,1
8891,3
1519,8
16502,11
17918,3
1520,18
5760,20
5962,6
12855,20
13124,21
13552,24
15832,16
17304,44
18987,20
1521,1
18566,3
1524,4
5276,4
5372,5
23044,5
3795,4
9139,5
13024,5
17969,3
19064,3
1526,1
9561,10
1527,2
7567,18
14406,6
1528,3
6956,16
16796,6
20066,7
1529,5
1648,6
17821,3
19258,7
19435,2
1530,5
2396,18
21499,4
22201,8
22894,4
1531,2
2766,4
1532,12
2475,1
3190,8
4492,8
4920,11
5300,8
5822,18
7888,26
8055,2
9711,24
13054,9
1533,5
3098,7
4942,24
11883,27
19446,5
1534,8
4417,21
5722,15
6389,19
13978,7
19830,6
19918,6
20780,8
1535,12
2786,3
7197,12
9556,6
11003,2
12673,4
13580,5
18530,5
20436,4
6729,10
7079,10
13476,10
15643,16
21414,17
8847,30
19833,3
1539,1
1540,2
11432,9
17241,4
1541,4
6394,2
12686,4
14827,4
1542,8
20767,3
1545,3
13196,3
1546,2
5318,8
1547,8
3097,12
3760,10
5837,9
11379,5
13641,12
1548,2
16434,9
22214,10
1549,3
8983,16
9178,8
17622,3
1550,5
7745,1
8441,27
9637,2
1552,4
7554,4
8666,21
13480,7
17072,7
1553,2
12076,2
2034,2
2237,11
2246,16
2401,2
4035,3
4408,13
5190,8
6944,10
8168,4
8399,21
8410,8
9080,3
9531,11
11109,3
11361,11
11941,4
12404,11
12784,4
13621,4
16366,4
16523,11
16782,2
18038,3
21203,11
21463,11
22222,11
22282,11
6307,6
11255,6
22056,6
13622,7
16522,7
22272,8
1558,2
14609,5
1633,8
2754,8
3884,13
3969,8
5117,23
6224,8
8334,6
9648,8
9714,25
16310,7
17752,7
23120,14
3141,4
7679,13
12588,18
16450,5
17748,7
1562,3
18007,21
1563,4
8763,4
9220,13
20992,2
1564,2
4601,2
1565,3
3093,11
2685,5
15567,20
16228,13
20609,7
22022,14
1567,2
1569,4
12815,4
15036,6
19397,6
1570,4
2945,1
5533,1
1571,2
1572,4
18045,6
21404,19
22029,12
1573,2
1574,3
16820,11
18899,13
1576,9
2703,5
8554,19
11025,14
13668,12
15148,6
18721,9
21006,13
1577,4
9101,5
9709,7
21811,12
1578,1
1579,1
16517,1
2907,21
4743,11
6158,21
7581,21
13451,17
15600,25
16033,13
16358,15
20371,15
22532,11
22991,32
1582,3
1583,1
12187,1
1584,2
1771,3
20053,2
1585,2
5054,2
18441,2
10782,8
19831,8
1587,7
1812,7
12523,3
14326,8
16347,3
1588,12
5523,9
5674,9
8181,9
8412,8
9295,17
11273,17
11805,9
17159,9
1589,8
17494,3
15909,25
17038,2
1591,9
2844,11
6421,9
6724,9
13202,5
16663,3
4142,4
1594,9
3796,35
5403,7
14489,9
1595,2
5999,22
21626,11
1596,14
5153,7
10526,7
11539,77
13295,5
14978,4
19908,9
21603,8
21988,7
3957,9
4884,5
5746,10
6287,16
7402,16
8148,21
9883,24
13247,29
13901,25
14284,16
14863,5
14907,16
15736,16
17233,8
20280,17
21030,11
21397,14
21565,18
21774,37
22837,25
9488,4
11655,27
16264,4
17398,3
19248,4
1601,2
8634,8
1602,4
15420,4
1603,6
5896,7
11699,5
11790,4
12413,2
16815,2
1604,4
3625,6
4876,4
15840,4
1605,2
19943,3
20458,7
1607,2
2231,2
19410,2
1608,1
1609,3
8001,9
19726,28
1610,5
6395,1
7711,6
10802,6
15776,13
5473,2
12098,2
1612,3
20385,3
1613,4
1614,4
1615,2
1616,2
2751,12
1617,5
15464,5
18582,5
1618,4
15159,7
1620,3
9252,6
9638,4
13241,5
1621,6
14923,6
20692,6
22055,5
1622,1
12890,9
3684,3
7824,2
18173,5
12483,4
18102,4
1625,17
2264,10
9503,17
9870,65
10606,11
11382,24
15947,9
18666,11
19156,9
19598,7
22289,24
22298,10
5565,11
7625,13
7968,18
10089,2
18746,3
19291,4
22278,6
1627,2
17083,1
20004,15
2135,11
5443,7
7322,7
10190,2
11948,9
12215,6
13806,8
14035,9
16770,6
20927,3
1630,3
13475,13
1631,2
20976,2
1632,2
1634,1
21846,7
1636,3
2964,3
16931,3
1637,2
17056,2
3789,9
19058,13
19225,31
20275,9
1640,2
19369,2
22549,4
6304,3
6319,4
10810,5
15346,5
16764,2
18576,10
1642,5
10942,7
13345,9
13831,7
20681,5
1643,6
13087,2
16231,2
17858,19
1645,11
3726,4
8447,7
8786,13
12485,5
15665,4
16189,2
20636,8
22645,12
1646,19
2179,5
2937,3
2959,8
4452,4
5376,2
5634,2
11971,9
16271,12
17439,12
17684,6
17949,8
18255,5
23074,3
1647,5
7081,4
12432,5
16604,2
19841,11
5728,4
15311,9
1649,2
3896,2
10056,2
1650,3
3269,14
1651,5
2416,3
6598,10
19966,3
20783,3
1652,2
2857,6
2226,11
2992,24
7756,22
8455,5
8456,12
10003,16
10298,14
11839,15
13928,13
14725,20
16083,10
16325,15
16745,11
19537,7
22195,6
1654,2
19564,8
1655,5
18065,5
19566,5
21902,10
1656,2
2387,2
19879,5
6658,5
6934,3
7904,3
11048,5
15461,4
1660,11
2864,3
12181,3
13382,10
15813,7
19076,10
21768,7
1661,2
1663,3
7067,6
18534,12
19274,15
1664,5
10688,5
16130,7
1666,4
4114,6
1667,7
4186,7
4438,7
5268,7
8907,6
17981,11
3609,30
5330,9
6315,21
6888,25
7751,8
7910,31
15020,45
15880,13
16900,4
20665,17
21662,18
8563,2
1670,12
8700,14
10088,12
10137,12
11705,12
13756,12
17078,12
19141,12
22840,12
22858,12
1671,1
6569,4
1672,5
21695,5
1673,7
3583,13
6094,5
11079,4
12953,4
19308,5
1674,7
2331,19
6009,7
6952,7
7270,7
18950,13
20649,9
22233,7
1675,2
5301,8
7611,3
1676,8
2218,8
6124,8
10415,8
1677,1
17434,1
1679,1
17602,3
15750,4
1681,5
4707,5
5093,6
5640,6
7350,5
16030,5
1682,10
7492,2
8835,3
9110,4
9434,5
14874,2
15246,7
22384,3
1683,2
15012,2
15127,8
1686,1
18449,1
1687,4
1688,7
2332,7
3497,8
10987,7
13671,7
16986,7
18137,15
1689,3
12443,8
21642,23
23057,3
1690,3
16056,6
1691,1
1692,4
4752,3
14430,2
1693,1
13131,2
21686,3
1696,1
5331,1
1697,2
12493,7
16992,2
1698,1
3741,3
1699,1
8275,3
1700,17
3124,13
4655,5
6025,7
7408,11
11748,8
13970,3
15192,12
1701,1
15514,1
11334,1
12057,5
17917,4
19659,5
1704,2
2253,2
1705,1
2363,10
1706,4
16767,6
17105,4
17132,4
21080,4
1707,5
5725,4
18191,8
6816,13
13218,6
17001,5
1710,3
2232,7
1711,10
12457,10
13208,10
14627,18
1712,2
5332,6
16210,5
1713,6
3784,6
7472,6
21657,32
1714,2
10012,2
17473,2
1715,8
4002,8
14530,8
17841,9
1716,6
1717,4
22534,4
1719,2
11607,10
1721,9
11185,4
12519,12
22024,19
1722,15
2325,10
2490,8
5584,15
6118,7
6130,2
9122,7
11959,9
11968,10
16124,6
18930,20
21987,23
22219,18
22952,16
3560,2
4436,2
11467,3
13092,2
13459,3
17747,5
1724,2
7116,3
3465,4
11220,4
11540,71
18983,5
19519,5
19981,1
20245,3
20802,2
21486,11
21725,3
23128,6
1726,4
2181,6
1727,5
10914,11
11770,11
17100,11
18692,23
1728,3
8985,2
14740,11
12271,4
3215,6
13988,6
16209,8
17638,8
19906,14
1734,5
10189,18
19326,4
1735,3
5074,3
1736,8
9177,8
16545,12
16878,9
17878,4
4866,3
7291,2
8507,8
18647,20
19051,12
22227,2
22971,6
1738,5
3193,5
11207,5
11672,5
15574,7
15680,5
2524,5
2690,7
4145,6
5545,4
6885,2
12240,16
20519,13
12472,5
13869,1
16633,11
17243,4
17880,6
1741,1
11551,6
1742,21
3791,9
4044,18
4139,9
4562,13
6718,22
7944,4
10146,9
10565,2
13608,15
14449,9
15271,3
17728,9
17863,10
21242,11
22002,10
23106,19
1743,6
3178,5
14751,5
15198,6
1744,6
3092,14
6511,14
10583,9
3164,22
6034,10
11525,16
14607,10
14654,10
15400,4
16790,27
19461,5
20257,28
20906,14
22343,18
1746,4
10966,8
13646,5
1747,4
13227,3
20291,9
1748,3
3174,10
3177,5
1749,3
16181,3
1752,1
1753,1
2175,7
1754,6
16832,5
2014,3
2632,12
15661,5
22280,1
2795,6
5887,3
10142,5
14891,10
15562,2
19271,4
20608,3
1757,4
9042,4
12002,14
18312,20
22588,15
4744,6
6503,9
8138,6
13975,10
16675,8
19320,12
3758,8
11938,9
12655,24
12700,8
12701,8
14601,8
16128,8
17214,12
17370,12
19885,8
3050,15
1761,3
6973,3
17859,3
1762,4
4024,4
9240,5
13563,4
3252,7
16884,6
20399,5
7073,5
22321,49
3435,7
4336,5
4487,17
4533,8
4678,6
6007,8
6925,23
7574,10
7704,13
7845,10
8713,17
8892,5
10072,22
10566,6
10649,6
11639,7
11788,16
11848,8
11966,13
13600,8
16008,9
16397,12
18569,19
19665,5
21947,9
22153,5
23036,9
1769,2
9024,8
12534,8
1770,3
5238,8
18363,11
2655,6
1772,2
5642,2
20365,2
1773,1
18435,1
1774,2
3296,6
21609,2
15738,1
1776,3
1777,3
18179,3
20914,3
21271,3
2625,2
10722,11
15768,18
17546,11
19539,5
1781,3
6529,3
7871,3
12387,22
1782,2
17383,2
1783,7
5354,12
7411,4
10272,4
13828,14
16830,8
18618,4
1784,10
2938,7
4072,7
4928,18
6402,20
15181,7
16476,18
1785,6
4996,5
16485,13
17464,5
1786,2
15974,2
1891,4
11046,3
21419,12
1788,3
1789,7
4930,4
11219,6
16151,2
19491,2
1790,6
2543,6
11867,14
21681,6
1791,1
18910,10
1792,2
15551,15
18649,16
5144,21
6071,11
9478,7
9710,5
10902,1
10954,17
11019,6
11488,19
11542,9
12997,4
13068,3
13226,15
13321,2
20012,6
21482,7
21986,6
22877,8
23100,10
1794,2
1796,4
7921,2
8316,7
22817,15
1797,2
14236,12
21449,2
1800,4
3652,9
10069,1
18416,2
19647,1
1801,5
9381,18
10928,5
12190,13
21142,7
1802,2
22478,2
22565,5
1803,5
11166,3
1804,1
18254,1
1805,2
15656,22
19133,4
1806,3
10594,7
15049,9
22224,3
1807,2
4393,5
1808,2
1809,3
11861,3
15484,8
19243,3
2445,5
4490,4
4557,5
7339,5
8061,6
9021,15
10925,11
10946,30
11160,9
13504,9
15659,6
15670,21
16273,16
16617,9
18704,6
20547,8
1811,2
8207,3
17438,3
1814,2
1815,3
4556,3
6835,3
2316,6
4503,3
6363,2
6617,2
7381,3
12089,3
12627,5
13900,7
13972,9
16631,16
16827,2
16973,3
18088,5
18335,2
18561,12
21343,3
21647,5
21648,5
22004,4
4597,12
12524,5
17334,5
15671,2
1822,6
7191,5
8704,7
20740,47
22790,10
1823,2
7338,2
1824,2
21310,30
1825,7
13794,8
1826,3
3245,4
7021,3
17366,4
1827,2
8461,2
1828,1
1829,5
6904,5
1998,14
3474,8
3500,7
5095,13
6149,5
6262,5
6295,11
6355,41
8083,18
8515,5
9890,19
9944,38
10227,53
11044,9
11149,34
11332,9
12757,8
17699,4
17976,11
19696,14
21071,10
21755,32
22546,19
1831,3
4660,3
15767,21
20645,3
1832,9
6125,10
17827,17
1833,20
2594,6
2648,3
3338,4
3347,2
8472,1
10532,3
10743,15
11410,3
11487,26
11919,3
16460,10
18290,4
19322,4
21823,25
22798,10
23026,5
1834,2
17572,2
19319,2
1835,9
3191,7
23011,5
1838,7
13555,16
15265,7
1839,3
9280,9
1840,2
12909,2
16950,2
1841,6
6425,14
13347,14
17496,13
18765,9
21163,6
23116,6
1842,1
18522,17
1843,1
3214,22
10623,4
2348,17
2434,3
2566,7
2693,11
3223,15
4508,4
4906,11
5418,3
5777,4
6687,18
7261,7
8404,5
9377,10
9748,4
12286,18
12893,5
13413,6
13837,36
16635,11
17118,21
17153,2
18008,3
18223,4
18425,9
19039,6
19413,17
19710,14
20364,3
21830,24
21962,10
22275,5
22296,24
22581,8
22681,14
1848,2
8813,10
1849,15
4196,12
5402,13
6429,5
7463,2
10658,6
10666,7
11583,3
15301,8
17035,5
17279,2
21770,4
22339,3
22876,20
1850,7
2505,10
2868,10
20438,10
22063,2
2554,5
3337,27
6153,6
6828,12
8023,5
11905,7
11921,7
14685,29
16589,12
18848,7
19520,8
22300,21
22916,26
2778,6
3589,6
20469,2
1858,2
12768,2
6720,5
13613,26
20023,5
4098,2
11174,2
22791,4
1861,2
1863,2
4162,2
5829,9
1864,6
3972,19
4780,1
13878,3
22906,34
1865,4
11506,35
19350,5
20079,18
21941,15
10181,5
10345,3
10504,5
11400,6
11759,14
1867,17
5098,18
5239,8
5624,8
7467,8
8493,7
9356,15
12021,7
12713,13
15919,25
18059,10
19048,8
19161,8
20554,17
1868,4
7225,19
17709,12
4497,3
1870,1
6954,1
1871,7
5366,7
5824,7
8189,7
11247,14
16952,7
1872,1
3464,14
1873,6
4379,4
9245,3
9701,7
10618,6
1874,2
16845,7
20360,13
9339,8
21246,10
1876,20
5678,10
8431,15
8874,5
9991,10
11976,5
15581,6
15653,16
16687,10
18381,15
18404,5
19077,5
21227,4
8882,19
13820,4
14061,24
1880,4
14605,4
16847,6
2666,7
7089,4
7406,4
9398,15
14703,13
2188,5
8226,15
11615,9
13559,7
13991,7
15028,4
15037,14
16435,5
1884,9
3147,3
4491,8
5797,5
6185,5
6212,4
8880,1
10659,2
13074,10
17954,5
1885,11
4705,24
9188,11
10027,16
17771,22
19884,22
1886,3
2891,4
1888,1
1889,12
2398,17
7603,11
8043,12
11270,11
13255,12
14898,11
17007,12
17166,11
17170,14
19206,11
21363,6
20527,12
9083,2
1892,2
3805,21
9266,13
14000,5
18229,22
19873,19
1894,2
15845,2
20686,2
1895,1
13443,17
1897,1
5062,1
1899,1
1900,6
4471,4
8121,3
9229,4
13537,3
1901,2
22184,2
2199,2
2533,4
2540,3
2556,2
5869,7
6758,16
6872,6
7782,7
8703,5
9580,5
10735,3
11282,4
11451,13
13497,3
14392,9
14549,7
17550,7
18262,4
19933,7
19970,8
21568,4
21743,5
1905,5
4800,5
22538,5
1906,9
2604,20
8550,7
10935,5
15817,3
18273,3
20987,3
1907,2
1908,2
4430,1
12237,1
1909,4
2196,4
2523,4
17772,10
1910,1
19272,5
10383,2
10407,1
18805,4
21590,1
2311,13
3837,6
4239,3
4929,45
6671,5
8186,11
8427,7
10638,4
10646,6
12414,10
14327,7
15769,6
16864,2
21945,27
21951,3
1913,8
1964,7
2734,5
6628,14
7029,5
11010,5
15885,3
20099,12
22775,5
1914,12
2715,19
5187,12
6653,12
20912,12
21716,12
1916,2
18873,2
22692,2
1917,14
6138,13
6520,13
7369,13
9146,22
9261,14
9715,13
10868,13
12235,16
19107,13
19735,13
20007,22
21035,13
21652,13
1918,3
7433,3
21946,5
1919,2
8243,6
14329,2
1920,6
5260,10
7035,8
7416,4
7562,6
10201,14
12351,4
1921,2
5783,2
18130,2
1925,1
19723,1
1926,4
7294,3
8044,16
1927,6
7809,11
19348,6
21233,6
21380,6
1928,4
9269,8
18730,34
1929,7
3846,6
6246,8
6848,18
14810,6
18580,8
1930,2
21836,2
1931,3
18062,3
19701,3
23080,3
1932,6
2414,6
14548,29
14847,6
21839,6
1933,3
7922,7
8242,4
19217,4
20201,3
20979,6
1936,5
2090,5
3707,12
4603,5
20503,5
21889,11
1937,9
4483,9
6524,9
15051,10
16863,9
18385,10
18506,10
1938,1
9705,2
1940,2
9367,23
1941,3
10421,3
23092,12
1943,1
7949,1
1944,9
3122,4
5818,5
5868,2
13618,35
15745,2
18676,15
1945,7
4584,7
15021,7
17695,7
21247,7
4337,20
6932,13
7305,28
9401,13
9490,9
9702,56
10223,16
12261,9
16283,9
20315,9
20823,13
22762,9
1947,1
7016,1
1948,12
1949,10
19299,9
19345,4
4544,10
7269,6
8179,2
4656,22
9661,18
10258,9
18155,11
21107,13
21746,6
1952,1
1954,4
1956,1
1957,7
8051,13
12009,16
1958,5
3870,5
4001,13
7796,5
20107,6
1959,10
2412,10
6369,4
8281,8
9144,5
13215,11
18267,7
20878,4
1960,3
4475,3
7912,6
16071,3
12000,23
17046,7
1966,8
3518,8
14071,21
21042,8
22503,18
1967,3
13372,3
15984,3
22936,3
6293,5
18658,5
19951,12
20839,6
1970,2
21251,4
6049,1
1972,1
8616,1
1973,7
9869,4
13120,4
15000,7
17390,8
19836,4
1976,3
4232,14
9534,7
12489,3
3458,7
20497,16
22625,4
1978,6
7126,6
10052,7
15472,9
3899,5
5212,2
6328,3
18056,4
1980,7
2496,4
1981,6
6785,14
7031,15
8375,6
1982,3
18631,3
1983,3
3917,4
7143,3
20574,8
1984,5
2117,11
7333,5
8400,10
18293,5
22724,5
1985,5
4986,8
13057,3
16505,2
21174,2
1986,5
2111,10
7561,6
10674,5
12981,5
21679,5
1987,2
8691,4
21364,7
1988,3
3954,12
10267,7
1989,2
3236,21
9226,27
1991,6
2089,5
3775,9
16649,4
17609,4
4141,8
6825,14
13770,6
17310,5
17373,6
17597,9
20672,5
1993,5
14683,5
22235,5
22777,5
1994,5
17111,8
21939,6
1995,4
1996,17
5044,7
13144,35
18077,7
21672,7
1997,8
10657,8
12852,8
13829,15
16049,8
18620,8
21680,8
5649,6
6678,3
10180,3
1999,1
4831,1
2433,5
2484,5
2684,5
4845,5
4825,34
4921,16
8998,29
10245,18
16848,43
18315,17
20975,34
2002,3
3615,5
8664,3
14268,13
7085,14
2004,7
3508,7
4128,7
11087,7
11164,7
20521,7
22263,7
2007,11
8156,9
9491,5
11689,4
16791,7
18306,3
7068,1
13742,3
14778,2
15557,5
2010,2
9538,2
22188,2
2011,2
15724,15
2013,6
20008,4
2015,1
2016,3
9787,12
8483,31
8671,47
9675,21
11914,21
13454,62
22636,33
2018,2
19164,4
16097,11
2020,3
8810,3
16473,3
22391,3
2022,4
3471,3
5106,3
6426,2
7962,2
11892,4
20357,5
21734,11
21932,4
22561,3
2024,3
5109,9
2025,9
2608,7
8841,12
9431,5
9963,5
9968,5
12326,4
23115,3
2026,4
11265,9
17340,6
18198,3
2027,3
11876,10
14410,13
23073,13
3361,1
2029,1
12584,15
13599,5
2031,3
20757,5
2032,2
8204,11
2033,5
6340,3
10603,15
10647,6
11444,11
2035,1
4489,5
2036,7
4305,6
9062,18
11771,4
20568,4
2037,4
9452,5
16855,2
2038,5
7656,5
12915,5
15620,5
16496,10
8707,4
13271,3
17206,2
2040,2
2042,9
3246,9
7403,14
17871,9
23042,9
2044,3
2045,6
2785,7
6298,9
19547,11
19597,4
2047,13
2240,1
2900,1
11206,10
11563,14
21534,13
2048,6
17451,5
21801,2
2049,7
4753,10
14159,9
20813,4
22661,26
2050,12
4779,22
6318,25
7397,22
10475,12
11707,20
13059,22
13741,22
15969,14
16250,23
18589,18
19957,24
2051,1
2052,1
21790,20
2053,5
8853,5
9783,5
11980,5
17599,5
2054,3
7308,12
10762,2
18091,5
2055,1
9383,1
2056,5
5622,5
13012,5
2057,5
15310,1
19570,4
2058,3
9881,8
11573,9
22509,7
2971,5
2996,2
5195,4
10514,3
11468,11
12681,1
13518,2
18812,5
21405,1
2062,8
2301,8
3569,12
6894,8
17014,8
19434,8
2845,2
9456,2
2064,2
13894,3
2065,3
13813,3
20494,3
2066,4
5178,6
2067,7
7500,19
13291,7
15367,7
2069,2
2367,2
8906,2
21964,2
2072,8
21820,18
2073,5
2087,4
4182,6
11197,5
2075,1
22810,2
2076,4
13197,3
2077,4
4159,3
11398,3
16706,3
20446,3
7229,8
7715,5
8992,13
9560,2
10689,2
19603,2
5404,3
20047,10
2080,2
11022,4
11359,2
2081,1
2082,5
2142,5
4243,5
4887,5
15696,5
16267,5
2083,2
13393,5
14248,2
2084,1
12724,1
2085,8
12898,3
13038,5
19645,2
2086,6
4375,7
10015,6
15361,10
2088,3
19575,18
13428,25
17908,24
21056,13
2093,4
6297,2
12938,3
15879,4
17074,3
2593,9
2989,5
4286,2
5232,2
6134,8
6778,8
6957,7
7950,4
7954,6
8029,2
9539,7
9898,11
10153,8
12037,2
12606,5
13526,8
15103,3
15959,12
17791,2
18228,3
21361,4
21381,3
21473,2
2096,9
3909,9
7639,6
2097,15
2149,6
5596,6
5597,12
5795,6
6760,6
6761,5
7393,5
8057,5
10522,4
10591,11
10921,6
11474,3
18142,11
18540,6
2374,23
2454,19
3172,18
4235,12
4844,33
6345,5
7445,7
8022,5
8307,11
9350,19
12012,10
12992,8
13667,11
13718,15
15470,8
16085,12
16120,7
16227,27
16335,5
17059,8
17295,4
18494,5
18778,9
19805,12
21001,16
21022,11
21735,5
22048,12
22129,26
22325,10
2100,11
4134,11
5623,11
6257,13
10253,16
14625,11
15366,14
17761,11
19477,11
22066,21
2101,2
4184,6
2102,4
8238,4
11440,12
13184,6
16069,4
2103,6
5697,29
10309,21
2104,34
3046,9
3733,16
3742,16
4177,8
4549,9
5160,9
7250,9
7263,12
10325,20
11377,6
11545,74
11753,8
12159,6
13494,9
13895,9
14253,15
15607,9
16464,4
16498,31
17578,11
17834,5
18903,24
20897,15
21313,12
21466,6
21494,12
22103,3
6543,3
8629,8
12380,3
13879,8
15275,8
2107,3
12585,9
2109,3
3195,3
17353,3
2618,3
5002,2
20848,1
2112,10
4462,10
6786,10
7926,18
17298,14
20807,16
21248,16
21901,10
14487,10
18872,12
2890,18
3145,5
3950,11
4934,10
11224,11
14334,6
17031,16
19260,3
19839,7
22276,4
22726,3
22929,58
17847,10
2118,3
2519,3
11233,3
11234,3
2120,3
4407,3
11603,3
13151,3
2121,3
11666,4
2123,6
9294,9
11252,8
12968,6
13169,15
13546,8
2124,9
13193,9
13591,9
14611,11
3835,2
12409,3
17912,10
20162,2
2126,2
18055,5
2127,4
20565,10
2130,3
2174,4
5393,3
2131,2
6694,2
9502,2
2132,1
20221,1
2133,3
21629,10
2646,9
6936,4
7649,5
8325,24
9464,8
12169,5
13523,4
3116,3
3773,4
11529,28
16722,4
2136,1
3302,1
6312,4
18886,4
19727,4
2139,2
3768,2
15057,14
2140,4
3358,3
7199,3
10855,3
21379,2
20495,18
2143,2
6316,2
15048,4
2144,7
10331,35
2145,2
16618,3
2146,3
13062,3
16369,7
2150,13
2567,3
4925,3
9375,2
10044,3
13235,2
17154,1
17182,1
18359,3
2151,1
14843,2
6842,3
12856,7
16052,11
17555,3
17899,2
2154,5
6926,5
7121,16
9762,9
9802,9
2155,5
16585,6
2157,1
2158,9
4473,3
7637,4
8040,9
13823,4
19540,8
2159,2
3855,2
12447,6
6154,6
8926,6
11163,23
2161,3
15374,3
20065,3
2162,3
5250,5
6951,7
21128,3
2756,2
4985,9
10448,9
10756,3
14537,24
16141,16
2165,8
11396,8
2166,2
12642,2
2489,11
6367,6
2168,1
13101,3
2587,9
6966,3
10588,11
18017,4
20770,6
2173,2
2704,1
3272,1
6324,1
12382,15
17372,24
2176,5
7277,3
13420,3
16795,2
21335,7
2177,4
6459,4
11606,5
2180,9
10092,9
10520,30
12225,18
17409,9
15861,4
2182,2
9536,2
2184,3
15573,3
2662,7
3864,7
12520,3
2186,1
16823,3
2187,2
15960,8
10846,2
2189,2
21694,8
2190,7
8150,9
9318,17
14145,7
17336,7
2191,4
10151,12
18087,4
2192,12
3414,15
6412,15
6466,15
6935,15
11210,12
13194,15
16165,12
17026,18
20629,12
13502,8
2194,1
2195,4
5943,8
6984,4
9323,10
17181,11
2197,3
17312,8
17831,7
2200,3
2451,6
22860,3
2201,4
16309,7
2203,11
3914,4
4042,4
7877,3
13647,4
14356,3
16576,4
16940,6
21220,4
2841,6
3595,11
3753,1
3815,3
4596,4
5028,4
5608,2
6160,4
7506,3
7753,2
8702,13
9134,10
10967,3
10986,5
11043,3
12692,2
13595,12
15027,4
15908,10
17019,2
17606,4
17703,4
18413,34
18529,1
20445,6
22547,1
18238,7
20193,20
19349,1
2208,1
3716,6
6837,12
9190,8
9541,13
9801,12
10159,11
16590,3
17107,6
19653,6
21183,8
2210,6
5421,13
20516,13
3878,2
9259,2
13896,13
22026,1
2216,13
5657,18
15741,18
2217,4
14893,3
15722,4
2221,2
2223,14
2983,4
4850,1
14270,4
16386,3
18473,2
2225,6
3842,7
3963,7
5529,14
9790,7
17723,7
18283,7
2227,6
3291,6
6183,11
3283,5
6148,5
13329,5
14093,13
14488,6
15668,3
18241,10
19938,6
2230,6
9076,6
9723,6
12180,6
15144,6
21149,14
14826,6
15728,6
18542,6
22212,6
16411,5
2236,3
17236,3
2238,2
2239,2
5842,8
7255,15
2241,3
8967,5
15430,26
15594,13
2242,8
18230,8
19604,8
3403,2
16979,2
2245,2
7414,3
8956,7
11324,6
13888,11
15270,7
18265,6
2247,2
2403,5
4950,3
5166,8
6463,1
10761,1
10828,2
11766,2
12420,2
14396,2
15785,2
22753,3
2250,1
2755,6
7622,7
13675,6
18120,3
19517,11
2254,5
4524,9
6072,11
12671,9
2255,8
2687,2
5650,13
10195,15
13269,4
13447,13
15059,4
22559,4
2257,4
17749,10
12913,3
2259,1
19837,2
2260,4
17320,9
18495,4
19273,5
21506,4
2261,2
6378,1
20643,1
8192,3
11737,3
15911,3
17705,3
19030,2
15117,2
3386,1
3765,6
5200,6
19786,6
2266,1
21541,21
7849,12
12998,10
19713,4
2269,2
2270,1
2271,4
8002,16
8337,4
18708,4
2272,2
10781,2
19456,3
2273,5
9817,5
12743,13
18710,5
20139,5
20269,5
2275,4
6907,22
7188,11
22047,4
2276,24
2277,2
3163,17
3390,5
4091,7
4657,15
8333,7
11763,17
12311,5
12553,11
18033,6
21566,5
21778,8
22050,22
9331,1
18977,2
7932,2
10863,2
12995,2
14422,1
15444,1
8652,9
12274,6
17239,6
2281,2
20102,2
20359,2
2282,7
4830,7
7036,13
11391,7
18029,7
19698,7
13010,10
15331,3
21134,3
2284,6
6336,5
6909,15
21136,3
22973,12
2285,2
6879,15
4164,11
5846,11
6601,21
13375,9
15874,4
18391,22
2287,1
2288,3
7995,9
22904,27
2290,4
17921,15
21470,3
2291,5
6538,5
16213,5
16374,5
22748,5
22999,5
2292,2
6871,2
21704,2
2293,3
2294,1
2295,2
3922,1
19293,1
2296,5
4644,4
18064,4
2298,4
7423,18
12047,4
2299,8
6713,6
7648,12
10515,10
12576,6
15441,12
16615,8
21391,6
21427,8
3817,15
5794,15
7012,5
11690,14
11989,19
13045,13
15708,12
15873,11
16111,7
2302,2
13507,2
19421,1
2305,3
11717,9
15943,3
20403,3
2307,8
4587,8
11338,8
17616,8
18330,29
21800,8
2308,4
18219,13
2309,5
13805,8
2310,1
5735,7
3542,3
4229,3
9600,1
18800,3
18824,10
21676,3
7431,14
11326,5
11670,13
13270,1
13351,12
13637,18
14816,8
16004,8
16398,8
17595,5
17697,4
19249,6
2315,1
6527,1
19815,3
22437,5
2870,8
15635,2
16246,15
